City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
283,Baijiantan,CN,2022-04-29 01:24:22,45.6333,85.1833,58.75,28,0,5.06
284,Vila Velha,BR,2022-04-29 01:33:09,-20.3297,-40.2925,76.95,93,20,4.61
285,Maarianhamina,AX,2022-04-29 01:33:09,60.0973,19.9348,28.26,93,0,2.3
286,Shwebo,MM,2022-04-29 01:33:10,22.5667,95.7,97.25,19,2,2.06
287,Deputatskiy,RU,2022-04-29 01:33:10,69.3,139.9,15.21,81,81,3.0
288,Yinchuan,CN,2022-04-29 01:33:11,38.4681,106.2731,61.7,23,100,9.26
289,Kaiyuan,CN,2022-04-29 01:33:11,23.6977,103.3037,79.66,46,7,4.25
290,Khawhai,IN,2022-04-29 01:33:12,23.3667,93.1167,77.22,35,0,1.66
291,Sangareddi,IN,2022-04-29 01:33:13,17.6294,78.0917,75.52,27,5,9.69
292,Inhambane,MZ,2022-04-29 01:31:24,-23.865,35.3833,68.43,81,3,4.07
293,Itacoatiara,BR,2022-04-29 01:33:13,-3.1431,-58.4442,75.78,95,100,2.3
294,Angoche,MZ,2022-04-29 01:33:14,-16.2325,39.9086,73.62,80,72,10.85
295,Sobolevo,RU,2022-04-29 01:33:14,54.4299,31.8996,32.52,64,20,3.49
296,Loa Janan,ID,2022-04-29 01:33:15,-0.583,117.095,81.72,84,100,1.66
297,Saint-Augustin,CA,2022-04-29 01:33:15,51.226,-58.6502,33.93,98,100,16.46
298,Nicosia,CY,2022-04-29 01:30:18,35.1667,33.3667,62.64,62,20,8.05
299,Sorong,ID,2022-04-29 01:33:16,-0.8833,131.25,82.51,74,100,8.14
300,Vestmannaeyjar,IS,2022-04-29 01:33:16,63.4427,-20.2734,46.0,84,100,1.92
301,Severo-Kurilsk,RU,2022-04-29 01:29:41,50.6789,156.125,35.22,91,91,16.4
302,Olga,RU,2022-04-29 01:33:17,43.7444,135.2892,54.01,32,100,6.55
303,Iskenderun,TR,2022-04-29 01:33:17,36.5872,36.1735,59.83,60,0,2.21
304,Carahue,CL,2022-04-29 01:32:03,-38.7,-73.1667,42.28,96,10,1.28
305,Beringovskiy,RU,2022-04-29 01:33:18,63.05,179.3167,27.81,84,99,14.99
306,Buckeye,US,2022-04-29 01:31:13,33.3703,-112.5838,88.41,12,0,11.5
307,Novosheshminsk,RU,2022-04-29 01:33:19,55.0651,51.2338,34.45,74,6,4.47
308,Zemio,CF,2022-04-29 01:33:19,5.0314,25.1361,67.89,98,95,2.93
309,Kassala,SD,2022-04-29 01:33:20,15.451,36.4,80.82,23,0,5.53
310,Casablanca,MA,2022-04-29 01:31:20,33.5928,-7.6192,59.22,76,1,7.74
311,Korla,CN,2022-04-29 01:33:20,41.7597,86.1469,55.47,41,54,2.39
312,Denizli,TR,2022-04-29 01:33:21,37.8402,29.0698,62.98,64,43,1.99
313,Wollongong,AU,2022-04-29 01:33:21,-34.4333,150.8833,78.26,73,49,4.0
314,Carutapera,BR,2022-04-29 01:33:22,-1.195,-46.02,75.04,95,99,5.35
315,Mahajanga,MG,2022-04-29 01:33:22,-15.7167,46.3167,73.42,88,20,4.61
316,Banjar,ID,2022-04-29 01:33:23,-8.19,114.9675,86.43,71,76,5.08
317,Zonguldak,TR,2022-04-29 01:33:23,41.25,31.8333,44.94,96,0,1.66
318,Sydney Mines,CA,2022-04-29 01:34:24,46.2367,-60.2177,42.82,93,100,8.99
319,Vincennes,FR,2022-04-29 01:30:04,48.85,2.4333,55.92,68,0,8.05
320,Labuhan,ID,2022-04-29 01:34:25,-6.8844,112.2051,83.57,78,100,2.62
321,Palmer,US,2022-04-29 01:34:25,42.1584,-72.3287,46.24,32,0,14.97
322,Kavieng,PG,2022-04-29 01:34:26,-2.5744,150.7967,86.31,64,31,6.08
323,Nara,JP,2022-04-29 01:34:26,34.6851,135.8049,67.37,75,100,9.89
324,Mitchell,US,2022-04-29 01:34:27,43.7094,-98.0298,55.38,70,20,14.97
325,Vanimo,PG,2022-04-29 01:34:28,-2.6741,141.3028,87.19,62,100,4.12
326,Haines Junction,CA,2022-04-29 01:34:28,60.7522,-137.5108,42.75,75,79,4.61
327,Mlonggo,ID,2022-04-29 01:34:29,-6.5333,110.7,83.53,77,94,2.19
328,Huilong,CN,2022-04-29 01:34:29,31.8111,121.655,57.92,79,100,16.8
329,Sangin,AF,2022-04-29 01:34:30,32.0728,64.8359,79.09,22,0,5.59
330,Amudat,UG,2022-04-29 01:34:30,1.95,34.95,65.61,90,100,0.78
331,Clyde River,CA,2022-04-29 01:32:39,70.4692,-68.5914,1.63,92,75,5.75
332,Vestmanna,FO,2022-04-29 01:34:31,62.1564,-7.1664,40.12,87,100,1.14
333,Caetite,BR,2022-04-29 01:34:31,-14.0694,-42.475,65.12,72,11,6.04
334,Karratha,AU,2022-04-29 01:34:31,-20.7377,116.8463,74.46,73,100,15.97
335,Kawalu,ID,2022-04-29 01:34:32,-7.3817,108.2082,82.72,72,71,1.34
336,Cristalina,BR,2022-04-29 01:34:32,-16.7686,-47.6136,65.71,64,58,3.71
337,Camocim,BR,2022-04-29 01:34:33,-2.9022,-40.8411,77.0,88,68,7.49
338,Rocky Mountain House,CA,2022-04-29 01:34:33,52.3668,-114.9188,48.31,29,91,1.14
339,Chifeng,CN,2022-04-29 01:34:34,42.2683,118.9636,57.56,33,100,6.71
340,Ilek,RU,2022-04-29 01:34:34,51.5271,53.3831,46.96,77,2,10.4
341,Coromandel,BR,2022-04-29 01:34:35,-18.4733,-47.2003,69.93,62,99,3.8
342,Cap Malheureux,MU,2022-04-29 01:34:35,-19.9842,57.6142,74.46,78,12,1.01
343,Xuddur,SO,2022-04-29 01:34:36,4.1213,43.8894,74.25,81,100,9.35
344,Warsaw,PL,2022-04-29 01:31:37,52.2298,21.0118,49.82,78,0,2.3
345,Del Rio,US,2022-04-29 01:34:37,29.3627,-100.8968,86.02,47,0,14.97
346,Ilebo,CD,2022-04-29 01:34:37,-4.3167,20.5833,70.23,99,100,1.95
347,Saskylakh,RU,2022-04-29 01:34:38,71.9167,114.0833,21.6,82,100,8.16
348,Port-Cartier,CA,2022-04-29 01:34:05,50.0334,-66.8654,32.76,78,100,16.49
349,San Jose,US,2022-04-29 01:31:58,37.3394,-121.895,62.85,53,20,13.8
350,Touros,BR,2022-04-29 01:34:38,-5.1989,-35.4608,77.14,89,91,10.18
351,Hami,CN,2022-04-29 01:34:39,42.8,93.45,59.88,21,84,14.05
352,Olafsvik,IS,2022-04-29 01:34:39,64.8945,-23.7142,45.68,92,100,9.53
353,Oussouye,SN,2022-04-29 01:34:40,12.485,-16.5469,73.58,73,0,7.7
354,Kuching,MY,2022-04-29 01:34:40,1.55,110.3333,82.62,83,20,7.0
355,Shimoda,JP,2022-04-29 01:34:41,34.6667,138.95,59.36,85,100,15.19
356,Morro Bay,US,2022-04-29 01:34:41,35.3658,-120.8499,68.18,68,0,11.99
357,Cortez,US,2022-04-29 01:34:42,37.3489,-108.5859,68.76,9,0,12.66
358,Lata,PT,2022-04-29 01:34:42,40.1629,-8.3327,54.07,85,28,4.18
359,Maneadero,MX,2022-04-29 01:34:43,31.7167,-116.5667,60.1,72,3,3.0
360,Borovoy,RU,2022-04-29 01:34:43,55.4333,86.0833,56.68,57,100,10.78
361,Buri,BR,2022-04-29 01:34:44,-23.7975,-48.5928,67.1,86,31,1.63
362,Kropotkin,RU,2022-04-29 01:34:44,45.4375,40.5756,55.53,78,99,13.53
363,Jalor,IN,2022-04-29 01:34:44,25.35,72.6167,82.2,46,0,6.53
364,Loandjili,CG,2022-04-29 01:34:45,-4.7561,11.8578,77.11,94,40,3.44
365,Coahuayana,MX,2022-04-29 01:35:46,18.7333,-103.6833,74.41,81,0,2.44
366,Jiazi,CN,2022-04-29 01:35:46,22.8779,116.067,83.48,69,11,2.91
367,Muroran,JP,2022-04-29 01:35:47,42.3172,140.9881,47.57,50,100,8.88
368,Nishihara,JP,2022-04-29 01:35:47,26.1842,127.7558,82.45,89,75,21.85
369,Edremit,TR,2022-04-29 01:35:48,39.5961,27.0244,60.55,55,0,20.71
370,Los Llanos De Aridane,ES,2022-04-29 01:35:49,28.6585,-17.9182,62.35,91,40,11.5
371,Amantea,IT,2022-04-29 01:35:49,39.1332,16.0746,60.15,54,100,6.91
372,Beidao,CN,2022-04-29 01:35:49,34.5686,105.8933,50.79,82,100,2.42
373,Turukhansk,RU,2022-04-29 01:35:50,65.8167,87.9833,33.78,98,100,5.57
374,Esperance,AU,2022-04-29 01:35:50,-33.8667,121.9,57.04,67,82,10.78
375,Nyzhnya Krynka,UA,2022-04-29 01:35:51,48.1135,38.1606,55.58,62,100,3.8
376,Tromso,NO,2022-04-29 01:35:51,69.6496,18.957,26.62,93,100,1.01
377,Adelaide,AU,2022-04-29 01:31:51,-34.9333,138.6,69.04,70,75,4.61
378,Zhigansk,RU,2022-04-29 01:35:52,66.7697,123.3711,26.89,93,85,12.33
379,Abu Kamal,SY,2022-04-29 01:35:52,34.4506,40.9171,71.56,50,29,6.8
380,Carolina,PR,2022-04-29 01:35:12,18.3808,-65.9574,78.69,71,40,9.22
381,Kidal,ML,2022-04-29 01:35:53,18.4411,1.4078,78.91,10,100,8.55
382,Havelock,US,2022-04-29 01:35:54,34.8791,-76.9013,60.94,60,0,3.44
383,Okhotsk,RU,2022-04-29 01:35:54,59.3833,143.3,33.98,70,100,16.8
384,Cabra,ES,2022-04-29 01:35:55,37.4725,-4.4421,50.72,83,7,3.47
385,Qasigiannguit,GL,2022-04-29 01:35:55,68.8193,-51.1922,26.85,97,100,4.07
386,Ahipara,NZ,2022-04-29 01:35:56,-35.1667,173.1667,67.01,60,39,5.86
387,Sayyan,YE,2022-04-29 01:35:56,15.1718,44.3244,59.41,58,2,2.19
388,Hobyo,SO,2022-04-29 01:35:56,5.3505,48.5268,83.21,73,46,7.27
389,Vila,PT,2022-04-29 01:35:57,42.0304,-8.1588,47.28,86,52,4.0
390,Ostrovnoy,RU,2022-04-29 01:35:58,68.0531,39.5131,15.06,86,57,19.62
391,Christchurch,NZ,2022-04-29 01:35:41,-43.5333,172.6333,64.42,69,20,10.36
392,Valkeakoski,FI,2022-04-29 01:35:58,61.2642,24.0312,28.44,94,6,5.26
393,Wajima,JP,2022-04-29 01:35:59,37.4,136.9,56.08,54,75,12.66
394,Waw,SS,2022-04-29 01:35:59,7.7029,27.9953,77.34,69,100,5.17
395,Churapcha,RU,2022-04-29 01:36:00,62.0025,132.4325,30.96,72,92,6.24
396,Simi,SL,2022-04-29 01:36:00,9.5667,-12.35,79.09,84,89,6.04
397,Hellin,ES,2022-04-29 01:34:40,38.5106,-1.701,48.29,84,22,7.09
398,Victoria Point,AU,2022-04-29 01:36:01,-27.5833,153.3,81.18,80,60,4.0
399,Manitouwadge,CA,2022-04-29 01:36:01,49.1215,-85.8403,28.94,89,59,1.95
400,Lindi,TZ,2022-04-29 01:36:02,-10.0,39.7167,69.26,95,75,6.04
401,Kharp,RU,2022-04-29 01:36:02,66.8014,65.8081,16.12,82,2,4.92
402,Kuantan,MY,2022-04-29 01:36:03,3.8077,103.326,82.51,83,20,0.0
403,Maraa,BR,2022-04-29 01:36:04,-1.8333,-65.3667,74.12,97,100,2.19
404,Loukhi,RU,2022-04-29 01:36:04,66.0764,33.0381,21.22,86,97,6.6
405,Guadalupe Y Calvo,MX,2022-04-29 01:36:05,26.1,-106.9667,50.99,25,1,3.83
406,Semirom,IR,2022-04-29 01:36:05,31.4167,51.5667,49.75,52,100,4.0
407,Kangaatsiaq,GL,2022-04-29 01:36:06,68.3065,-53.4641,24.69,91,100,2.82
408,Bonthe,SL,2022-04-29 01:36:06,7.5264,-12.505,78.94,85,100,6.02
409,Laurel,US,2022-04-29 01:32:54,39.0993,-76.8483,53.44,43,0,5.75
410,Medea,DZ,2022-04-29 01:35:21,36.2642,2.7539,48.15,96,100,3.74
411,Yakeshi,CN,2022-04-29 01:36:07,49.2833,120.7333,40.64,60,100,5.7
412,Sabha,LY,2022-04-29 01:36:08,27.0377,14.4283,68.14,39,0,10.54
413,Livingstone,ZM,2022-04-29 01:37:08,-17.8419,25.8543,57.29,92,0,3.15
414,Ardahan,TR,2022-04-29 01:37:09,41.1087,42.7022,44.91,93,100,1.39
415,Makakilo City,US,2022-04-29 01:37:09,21.3469,-158.0858,84.52,54,100,17.27
416,Roma,US,2022-04-29 01:34:20,43.2128,-75.4557,39.96,49,0,11.5
417,Mesto Albrechtice,CZ,2022-04-29 01:37:10,50.1629,17.5748,46.54,61,82,3.42
418,Rangapara,IN,2022-04-29 01:37:10,26.8167,92.65,83.28,53,0,5.5
419,Namatanai,PG,2022-04-29 01:37:11,-3.6667,152.4333,86.43,63,100,4.85
420,Linjiang,CN,2022-04-29 01:37:12,41.8069,126.9078,60.62,27,0,2.33
421,Engels,RU,2022-04-29 01:37:12,51.5,46.1167,43.47,51,11,3.0
422,Dingle,PH,2022-04-29 01:37:13,10.9995,122.6711,85.46,70,100,9.64
423,Road Town,VG,2022-04-29 01:35:54,18.4167,-64.6167,77.04,69,40,11.5
424,Riyadh,SA,2022-04-29 01:35:05,24.6877,46.7219,71.74,64,100,7.54
425,Terrace,CA,2022-04-29 01:37:14,54.5163,-128.6035,55.31,35,75,2.3
426,Banda Aceh,ID,2022-04-29 01:37:14,5.5577,95.3222,84.18,73,97,7.16
427,Mount Isa,AU,2022-04-29 01:37:15,-20.7333,139.5,87.57,48,45,10.36
428,Moorhead,US,2022-04-29 01:37:15,46.8739,-96.7676,50.02,63,0,8.05
429,Oriximina,BR,2022-04-29 01:37:16,-1.7656,-55.8661,75.88,93,100,3.56
430,Arys,KZ,2022-04-29 01:37:16,42.4252,68.795,67.35,48,100,2.19
431,Yar-Sale,RU,2022-04-29 01:37:17,66.8333,70.8333,16.86,84,100,5.61
432,Alice Springs,AU,2022-04-29 01:35:27,-23.7,133.8833,89.15,19,1,10.36
433,Carberry,CA,2022-04-29 01:37:17,49.8689,-99.3602,44.83,86,80,6.78
434,Petropavlovskoye,RU,2022-04-29 01:37:18,52.0712,84.107,59.79,45,9,5.61
435,Wanxian,CN,2022-04-29 01:37:18,30.8039,108.3897,69.93,70,100,7.49
436,Bulgan,MN,2022-04-29 01:37:19,48.8125,103.5347,39.2,34,22,0.11
437,Ladario,BR,2022-04-29 01:37:19,-19.0047,-57.6017,77.38,43,4,3.06
438,Punta Umbria,ES,2022-04-29 01:37:20,37.1821,-6.9661,58.23,65,2,11.7
439,Taoudenni,ML,2022-04-29 01:37:20,22.6783,-3.9836,81.41,11,0,6.51
440,Huarmey,PE,2022-04-29 01:37:21,-10.0681,-78.1522,66.78,89,61,7.25
441,Lagos,NG,2022-04-29 01:34:36,6.5833,3.75,80.92,83,70,1.5
442,Rincon,US,2022-04-29 01:37:21,32.296,-81.2354,68.86,55,75,5.75
443,Watsa,CD,2022-04-29 01:37:22,3.0372,29.5355,62.82,97,100,3.69
444,Srivardhan,IN,2022-04-29 01:37:22,18.0333,73.0167,82.29,82,6,2.86
445,Mugur-Aksy,RU,2022-04-29 01:37:22,50.35,90.5,38.5,31,78,2.42
446,Savalou,BJ,2022-04-29 01:37:23,7.9281,1.9756,77.2,73,68,1.63
447,Kapit,MY,2022-04-29 01:37:23,2.0167,112.9333,87.24,63,77,1.9
448,Rawson,AR,2022-04-29 01:37:24,-43.3002,-65.1023,45.59,37,1,8.39
449,Marawi,PH,2022-04-29 01:37:24,7.9986,124.2928,80.11,69,84,3.56
450,Nchelenge,ZM,2022-04-29 01:37:25,-9.3451,28.734,63.48,91,71,7.29
451,Muzhi,RU,2022-04-29 01:37:25,65.3667,64.6667,24.49,69,2,5.73
452,Fuzhou,CN,2022-04-29 01:37:26,26.0614,119.3061,78.69,65,98,1.95
453,San Cayetano,CO,2022-04-29 01:37:26,7.8771,-72.6243,77.88,94,40,9.22
454,Pathein,MM,2022-04-29 01:37:27,16.7833,94.7333,89.71,56,29,6.93
455,Rudbar,AF,2022-04-29 01:37:28,30.15,62.6,81.86,21,0,2.57
456,Choya,RU,2022-04-29 01:37:28,52.0108,86.5467,56.61,48,94,2.53
457,Warrington,GB,2022-04-29 01:33:33,53.3925,-2.5802,48.33,78,100,5.75
458,Toma,BF,2022-04-29 01:37:29,12.7667,-2.8833,86.85,42,46,5.01
459,Onguday,RU,2022-04-29 01:37:29,50.75,86.15,49.08,55,12,3.53
460,Tofield,CA,2022-04-29 01:37:30,53.3668,-112.6686,53.58,56,92,6.82
461,Mariental,NA,2022-04-29 01:37:30,-24.6333,17.9667,65.98,37,23,4.27
462,Zabaykalsk,RU,2022-04-29 01:38:30,49.6333,117.3167,42.13,35,0,10.6
463,Ranau,MY,2022-04-29 01:38:31,5.9538,116.6641,82.42,68,99,2.8
464,Hayden,US,2022-04-29 01:38:31,47.766,-116.7866,52.56,51,20,16.11
465,Bangkalan,ID,2022-04-29 01:38:32,-7.0455,112.7351,82.35,77,89,3.04
466,Panjab,AF,2022-04-29 01:38:32,34.388,67.0233,52.09,57,5,2.73
467,Sao Joao Da Barra,BR,2022-04-29 01:35:19,-21.6403,-41.0511,76.05,88,0,12.68
468,Pechora,RU,2022-04-29 01:38:33,65.1472,57.2244,23.49,79,8,7.49
469,Mubi,NG,2022-04-29 01:38:34,10.2676,13.2644,82.76,42,100,5.12
470,Pacifica,US,2022-04-29 01:37:48,37.6138,-122.4869,61.83,75,20,31.07
471,Coquimbo,CL,2022-04-29 01:38:34,-29.9533,-71.3436,56.93,94,0,8.05
472,Takoradi,GH,2022-04-29 01:38:35,4.8845,-1.7554,78.31,82,100,7.18
473,Aitape,PG,2022-04-29 01:38:35,-3.1374,142.3475,86.23,65,100,5.03
474,Tierra Blanca,HN,2022-04-29 01:38:36,14.5833,-88.5833,68.72,98,33,3.29
475,General Roca,AR,2022-04-29 01:34:54,-39.0333,-67.5833,45.63,30,53,4.59
476,Mar Del Plata,AR,2022-04-29 01:35:36,-38.0023,-57.5575,47.88,81,20,11.99
477,Atambua,ID,2022-04-29 01:38:36,-9.1061,124.8925,83.43,55,42,1.59
478,Maanshan,CN,2022-04-29 01:38:37,31.6957,118.4983,53.65,74,99,8.32
479,Port Lincoln,AU,2022-04-29 01:38:11,-34.7333,135.8667,66.47,65,100,14.92
480,Avera,US,2022-04-29 01:38:38,33.194,-82.5271,63.91,50,5,4.83
481,Koslan,RU,2022-04-29 01:38:38,63.4564,48.8989,24.31,84,60,6.62
482,Oristano,IT,2022-04-29 01:38:39,39.9,8.6,52.57,70,88,4.34
483,Acari,PE,2022-04-29 01:38:39,-15.4311,-74.6158,68.65,80,94,1.54
484,Oistins,BB,2022-04-29 01:38:31,13.0667,-59.5333,78.89,83,40,12.66
485,Guozhen,CN,2022-04-29 01:38:40,34.3659,107.359,56.66,78,100,2.17
486,Arzgir,RU,2022-04-29 01:38:40,45.3728,44.2206,56.1,63,100,7.81
487,Cabo San Lucas,MX,2022-04-29 01:38:35,22.8909,-109.9124,81.7,47,0,9.22
488,Toropets,RU,2022-04-29 01:38:41,56.4978,31.6353,31.8,61,90,5.17
489,Brookings,US,2022-04-29 01:36:36,44.3114,-96.7984,47.1,93,100,17.27
490,Tutoia,BR,2022-04-29 01:38:42,-2.7619,-42.2744,76.84,91,100,7.29
491,Saint George,US,2022-04-29 01:38:17,37.1041,-113.5841,81.19,3,0,21.85
492,Pangai,TO,2022-04-29 01:38:42,-19.8,-174.35,82.51,69,75,20.71
493,Sterling,US,2022-04-29 01:34:17,39.0062,-77.4286,52.09,45,0,8.05
494,Burnie,AU,2022-04-29 01:38:43,-41.0667,145.9167,64.92,89,100,8.59
495,Lar,IN,2022-04-29 01:38:43,26.2039,83.9717,89.64,35,0,7.78
496,Mogzon,RU,2022-04-29 01:38:44,51.7435,111.9606,40.69,35,96,10.33
497,Ponta Delgada,PT,2022-04-29 01:38:44,37.7333,-25.6667,64.51,82,75,23.02
498,Ambilobe,MG,2022-04-29 01:38:45,-13.2,49.05,72.23,95,73,3.36
499,Xining,CN,2022-04-29 01:38:46,36.6167,101.7667,42.22,84,100,6.69
500,Zyryanovsk,KZ,2022-04-29 01:38:46,49.7386,84.2719,50.79,56,1,2.68
501,Ouadda,CF,2022-04-29 01:38:47,8.0777,22.4007,68.16,90,100,2.21
502,Gat,IL,2022-04-29 01:38:04,31.61,34.7642,71.4,57,0,3.31
503,Limbang,MY,2022-04-29 01:38:48,4.75,115.0,86.11,61,79,0.45
504,Chala,TZ,2022-04-29 01:38:48,-7.5833,31.2667,55.22,98,84,3.89
505,Sabang,ID,2022-04-29 01:38:49,5.8933,95.3214,84.13,72,99,10.25
506,Tortosa,ES,2022-04-29 01:38:50,40.8125,0.5216,59.04,57,32,6.35
507,Trabzon,TR,2022-04-29 01:38:50,40.9167,39.8333,46.49,100,100,9.22
508,Kisarawe,TZ,2022-04-29 01:39:51,-6.9,39.0667,73.2,94,75,6.91
509,Kem,RU,2022-04-29 01:39:51,64.9555,34.5793,27.7,74,100,8.3
510,Lewiston,US,2022-04-29 01:39:51,44.1003,-70.2148,45.79,39,75,13.8
511,Te Anau,NZ,2022-04-29 01:39:52,-45.4167,167.7167,59.27,64,100,1.9
512,Moerai,PF,2022-04-29 01:39:52,-22.4333,-151.3333,80.08,66,0,18.12
513,Leningradskiy,RU,2022-04-29 01:39:53,69.3833,178.4167,26.4,91,100,5.37
514,Jackson,US,2022-04-29 01:39:53,42.4165,-122.8345,55.36,61,75,10.36
515,Prince Rupert,CA,2022-04-29 01:39:54,54.3161,-130.3201,48.29,76,0,14.97
516,Tahe,CN,2022-04-29 01:39:54,52.3333,124.7333,35.87,42,100,9.55
517,Antalaha,MG,2022-04-29 01:39:55,-14.9003,50.2788,72.21,87,24,8.72
518,Port Hardy,CA,2022-04-29 01:39:55,50.6996,-127.4199,51.98,66,75,5.75
519,Ballina,AU,2022-04-29 01:39:56,-28.8667,153.5667,74.79,88,40,6.91
520,Charlestown,AU,2022-04-29 01:38:40,-32.95,151.6667,79.74,75,62,4.0
521,Aguililla,MX,2022-04-29 01:39:56,18.7333,-102.7333,75.7,47,12,6.26
522,Comodoro Rivadavia,AR,2022-04-29 01:39:57,-45.8667,-67.5,37.26,52,0,5.75
523,Kupang,ID,2022-04-29 01:35:27,-10.1667,123.5833,85.12,59,99,4.38
524,Bandarbeyla,SO,2022-04-29 01:39:57,9.4942,50.8122,82.58,79,28,2.59
525,Umm Kaddadah,SD,2022-04-29 01:39:58,13.6017,26.6876,82.85,10,100,9.75
526,Ferme-Neuve,CA,2022-04-29 01:39:58,46.7001,-75.4493,32.2,66,1,8.08
527,San Onofre,CO,2022-04-29 01:39:59,9.7359,-75.5263,79.7,84,100,3.49
528,Honiara,SB,2022-04-29 01:39:59,-9.4333,159.95,86.14,69,99,3.67
529,Ezequiel Montes,MX,2022-04-29 01:40:00,20.6667,-99.8833,70.75,50,88,7.05
530,Luganville,VU,2022-04-29 01:40:00,-15.5333,167.1667,85.06,71,100,2.89
531,Praia Da Vitoria,PT,2022-04-29 01:40:01,38.7333,-27.0667,61.75,100,75,23.02
532,Lompoc,US,2022-04-29 01:40:02,34.6391,-120.4579,63.79,66,0,23.02
533,Lodja,CD,2022-04-29 01:40:02,-3.4833,23.4333,69.4,98,100,1.05
534,Asosa,ET,2022-04-29 01:40:03,10.0667,34.5333,67.06,55,8,1.48
535,Saint-Pierre,RE,2022-04-29 01:40:03,-21.3393,55.4781,74.91,75,0,8.05
536,Atikokan,CA,2022-04-29 01:36:54,48.7555,-91.6216,30.06,91,97,6.06
537,Lere,NG,2022-04-29 01:40:04,10.387,8.5726,75.92,63,97,3.91
538,Kungurtug,RU,2022-04-29 01:40:04,50.5994,97.5228,42.75,43,71,2.82
539,Jatiroto,ID,2022-04-29 01:40:05,-7.8833,111.1167,81.93,80,34,2.26
540,Altay,CN,2022-04-29 01:40:06,47.8667,88.1167,50.99,34,11,2.46
541,Linxia,CN,2022-04-29 01:40:06,35.6003,103.2064,48.16,69,100,5.53
542,Itaueira,BR,2022-04-29 01:40:07,-7.6033,-43.0256,78.96,60,100,6.8
543,Oktyabrskiy,RU,2022-04-29 01:40:07,54.4815,53.471,36.09,79,12,3.09
544,Half Moon Bay,US,2022-04-29 01:39:14,37.4636,-122.4286,60.71,68,0,31.07
545,Yatou,CN,2022-04-29 01:40:08,37.15,122.3833,55.45,55,0,16.44
546,Marsa Matruh,EG,2022-04-29 01:40:08,31.3525,27.2453,64.44,73,30,14.52
547,Supe,PE,2022-04-29 01:40:09,-10.8,-77.7333,66.07,88,73,5.5
548,Lima Duarte,BR,2022-04-29 01:40:09,-21.8425,-43.7931,63.5,86,0,3.04
549,Grong,NO,2022-04-29 01:40:10,64.4654,12.3149,28.27,98,100,3.22
550,Dubbo,AU,2022-04-29 01:40:11,-32.25,148.6167,73.53,73,100,13.8
551,Salaga,GH,2022-04-29 01:40:11,8.5508,-0.5188,79.07,61,97,1.79
552,Jamiltepec,MX,2022-04-29 01:40:12,16.2833,-97.8167,76.44,61,4,2.53
553,Chapais,CA,2022-04-29 01:41:12,49.7834,-74.8492,29.98,89,80,5.77
554,Devonport,AU,2022-04-29 01:41:13,-41.1667,146.35,66.09,93,100,8.9
555,Nantucket,US,2022-04-29 01:41:13,41.2835,-70.0995,50.11,49,100,18.41
556,Nsanje,MW,2022-04-29 01:41:14,-16.92,35.262,62.82,98,6,2.37
557,Krasnoarmeysk,RU,2022-04-29 01:41:14,51.0239,45.6969,41.88,81,5,6.53
558,High Level,CA,2022-04-29 01:41:15,58.5169,-117.136,41.11,60,75,17.27
559,Puerto Baquerizo Moreno,EC,2022-04-29 01:41:15,-0.9,-89.6,71.55,89,11,9.19
560,Pouembout,NC,2022-04-29 01:41:16,-21.1333,164.9,73.53,81,100,6.51
561,Asau,RO,2022-04-29 01:41:16,46.4333,26.4,48.96,100,100,5.64
562,Dondo,MZ,2022-04-29 01:41:17,-19.6094,34.7431,62.58,94,1,4.32
563,Durham,US,2022-04-29 01:40:15,36.0335,-78.8664,58.6,63,20,0.0
564,Invermere,CA,2022-04-29 01:39:10,50.5167,-116.0354,45.48,56,85,3.06
565,Narovchat,RU,2022-04-29 01:41:18,53.8765,43.6946,34.39,75,82,3.58
566,Moron,AR,2022-04-29 01:41:18,-34.6534,-58.6198,53.35,47,0,5.26
